timestamp,session_id,source,agent_file,model,effort,input_tokens,cache_creation_tokens,cache_5m_tokens,cache_1h_tokens,cache_read_tokens,output_tokens,output_tokens_recorded,output_estimated,thinking_tokens,context_tokens,est_cost_usd,stop_reason,usage_final,records,tools,text_chars,content_chars,git_branch,cwd,message_id,request_id
2026-09-23T18:29:02.791Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,3409,0,3409,71158,82,82,False,0,74569,0.043152,tool_use,True,1,ToolSearch,0,50,master,/Users/tmov/repos/cryoport/tictactoe,msg_011CfLqyswiBBzoZorbqNwnq,req_011CfLqysGYSHMdEdUxsFcA4
2026-09-23T18:29:06.697Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1012,0,1012,74567,207,207,False,177,75581,0.027157,tool_use,True,3,ExitPlanMode,0,5306,master,/Users/tmov/repos/cryoport/tictactoe,msg_011CfLqyytA7obHE7CKCqbxo,req_011CfLqyyGCNvPXHnjFSsyoE
2026-09-23T18:29:45.765Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,1163,0,1163,86617,304,304,False,68,87782,0.032715,tool_use,True,3,Bash,76,334,master,/Users/tmov/repos/cryoport/tictactoe/frontend,msg_011CfLr2yviRVfSzNKqFvFEt,req_011CfLr2y3dXYLvENqnb1YAk
2026-09-23T18:29:52.273Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,452,0,452,87780,446,446,False,140,88234,0.0301,tool_use,True,3,Bash,103,456,master,/Users/tmov/repos/cryoport/tictactoe/frontend,msg_011CfLr3RBFZ75VbxqNt2KE7,req_011CfLr3Qdkw2Scohzy6KYdX
2026-09-23T18:30:25.887Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,2728,0,2728,75579,243,243,False,13,78309,0.041808,tool_use,True,2,Bash,0,318,master,/Users/tmov/repos/cryoport/tictactoe,msg_011CfLr61FRVJF8iXFc6yd7j,req_011CfLr5zdUNUVFcw3niyG1y
2026-09-23T18:30:44.810Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,553,0,553,78307,1043,1043,False,870,78862,0.040953,tool_use,True,2,Bash,0,197,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLr6qdGTtfDrnCueLtwN,req_011CfLr6pzZf9xAdoEnidzdw
2026-09-23T18:30:48.960Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1599,0,1599,78860,2597,2597,False,102,80461,0.080512,tool_use,True,2,Bash,0,5417,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLr7dDfb8bbhSedgQiWK,req_011CfLr7cgBEa1CpFjG6rw5P
2026-09-23T18:31:07.694Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,2636,0,2636,80459,1724,1724,False,108,83097,0.071668,tool_use,True,2,Bash,0,3439,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLr91eKRrpUjSheMLwHW,req_011CfLr91EWcNBfQ7wRyuKce
2026-09-23T18:31:23.056Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,2778,0,2778,83095,522,522,False,131,85875,0.049291,tool_use,True,3,Bash,111,689,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrA6z4ZhiJ9tHG8qmLh,req_011CfLrA6YmiYhsMzdPoPyaG
2026-09-23T18:31:30.784Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,783,0,783,85873,498,498,False,252,86658,0.033407,tool_use,True,3,Read|Bash,0,204,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrAaz4VaCTvt2iPZBdJ,req_011CfLrAaUJZf9tRgaVxnRZk
2026-09-23T18:31:35.120Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,664,0,664,88232,488,488,False,261,88898,0.032726,tool_use,True,3,Bash,56,313,master,/Users/tmov/repos/cryoport/tictactoe/backend,msg_011CfLrAtx3aUXBueTh2uSyc,req_011CfLrAtP4XZJ8C2rkpiSxE
2026-09-23T18:31:35.795Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,723,0,723,86656,280,280,False,0,87381,0.028723,tool_use,True,1,Edit,0,509,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrB4dxrT4EncvnEi476,req_011CfLrB48TBNEDm9S6NLb8F
2026-09-23T18:31:37.071Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,378,0,378,87379,238,238,False,0,87759,0.025268,tool_use,True,2,Bash,133,386,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrBG4JVZemhAKHC9tm6,req_011CfLrBFY3PqATWFths8vKo
2026-09-23T18:31:41.239Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,352,0,352,87757,282,282,False,99,88111,0.026015,tool_use,True,3,Bash,101,253,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrBW5uKCQqndFNdAi8d,req_011CfLrBVfqxKj8ZToW8kwei
2026-09-23T18:31:46.310Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1295,0,1295,88109,3738,3738,False,186,89406,0.10275,tool_use,True,3,Bash,82,7828,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrBovDUUFCa765XWFXS,req_011CfLrBoPxUQEzkxLYDTDxN
2026-09-23T18:32:16.638Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,4659,0,4659,89404,448,448,False,227,94065,0.064121,tool_use,True,3,Bash,97,333,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrE23mbWC1UGxzBT1LN,req_011CfLrE1ZzbhRVzZXD6BpXh
2026-09-23T18:32:21.015Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1152,0,1152,94063,242,242,False,0,95217,0.032877,tool_use,True,1,Bash,0,333,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrEQ8KHVtoCp78YQvJk,req_011CfLrEPaZwGt1TWj7B6Dzg
2026-09-23T18:32:26.693Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1115,0,1115,95215,906,906,False,281,96332,0.046091,tool_use,True,3,Bash,0,1515,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrEdgt23TZhWjoQN3G4,req_011CfLrEdAsoCSh9VhENdiNg
2026-09-23T18:32:41.748Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1805,0,1805,96330,160,160,False,0,98137,0.036914,tool_use,True,1,Bash,0,137,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrFy31NVeSa7Hweqh9q,req_011CfLrFxHcSU5bkBSY71hg1
2026-09-23T18:32:55.041Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,735,0,735,98135,533,533,False,391,98872,0.036175,tool_use,True,3,Bash,0,426,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrGeQrRupsJmaMwvWqo,req_011CfLrGdxpG1en6qjNqfLWT
2026-09-23T18:32:58.266Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1151,0,1151,98870,1217,1217,False,137,100023,0.05333,tool_use,True,3,Bash,163,2447,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrH9quMPokQ9tQQ9viH,req_011CfLrH9KuXnHEixVFZ9nqb
2026-09-23T18:33:11.920Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,1407,0,1407,100021,273,273,False,0,101430,0.036728,tool_use,True,2,Bash,75,458,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrJFBADCHWRYvAXyBXV,req_011CfLrJEisW7AAeUqAzGdGQ
2026-09-23T18:33:22.981Z,6d540bc9-87bf-40b6-99be-1bd3f8b5101b,main,,claude-opus-5-5,medium,2,912,0,912,101428,1226,1226,False,162,102342,0.05211,end_turn,True,2,,3024,3024,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrJYum4CjjWSWx2FMkP,req_011CfLrJYPFoKwqRRW4vMQNR
2026-09-23T18:33:27.459Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,928,0,928,88896,378,378,False,195,89826,0.032771,tool_use,True,3,Bash,73,249,master,/Users/tmov/repos/cryoport/tictactoe/backend,msg_011CfLrKHfG5bK6vBUMeUGED,req_011CfLrKHDDhGXmquUaDjHfm
2026-09-23T18:33:31.351Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,536,0,536,89824,362,362,False,43,90362,0.029501,tool_use,True,3,Bash,158,560,master,/Users/tmov/repos/cryoport/tictactoe/backend,msg_011CfLrKdgGt49pMDuCb6auV,req_011CfLrKd8YKTqmkon5XmzM8
2026-09-23T18:34:19.077Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,1520,0,1520,27209,208,208,False,106,28731,0.02177,tool_use,True,2,Bash,0,122,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrP95gdYXs7Qu9aWf8Y,req_011CfLrP8cA6eSG5pNNuEt9P
2026-09-23T18:34:22.673Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,18690,0,18690,28729,247,247,False,31,47421,0.160214,tool_use,True,2,Bash,0,361,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrPSEpE35cWZKow3dAe,req_011CfLrPRknQSg7TgkjzJiHa
2026-09-23T18:34:26.170Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,7733,0,7733,47419,274,274,False,23,55154,0.076836,tool_use,True,2,Bash,0,409,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrPhohHwsz6ivn2CGr9,req_011CfLrPhGhPNF19st5TdkrQ
2026-09-23T18:34:34.100Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,10505,0,10505,55152,837,837,False,429,65659,0.111818,tool_use,True,2,AskUserQuestion,0,1106,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrPz9CR933KSu3bnvMP,req_011CfLrPyYyb38coAZDGGRur
2026-09-23T18:35:18.533Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,4901,0,4901,90360,344,344,False,77,95263,0.064168,tool_use,True,3,Bash,87,427,master,/Users/tmov/repos/cryoport/tictactoe/backend,msg_011CfLrTXe7poJ1qhtYpUMBM,req_011CfLrTWxw7T6YdyUW9A1KM
2026-09-23T18:35:27.187Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,442,0,442,95261,242,242,False,70,95705,0.027436,tool_use,True,3,Bash,81,292,master,/Users/tmov/repos/cryoport/tictactoe/backend,msg_011CfLrUAqFdPKioqJnWreme,req_011CfLrUA38bpmnfVtrn1owa
2026-09-23T18:35:32.542Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,1395,0,1395,95703,311,311,False,175,97100,0.036529,tool_use,True,3,Bash,0,392,master,/Users/tmov/repos/cryoport/tictactoe,msg_011CfLrUS9W2HY4smiYMkPZt,req_011CfLrURfiNrJsgUcJmnQbZ
2026-09-23T18:35:39.409Z,7a3dcc98-d8ad-4025-bada-45cbe600c6cd,main,,claude-opus-5-5,medium,2,373,0,373,97098,600,600,False,14,97473,0.034412,end_turn,True,2,,1439,1439,master,/Users/tmov/repos/cryoport/tictactoe,msg_011CfLrUna4pBzdj39JD9pdF,req_011CfLrUn2LJFEhZYbg1rPzZ
2026-09-23T18:36:36.858Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,977,0,977,65657,3866,3866,False,1199,66636,0.098275,tool_use,True,2,Write,0,6610,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrYUnraWCLTpaF4MxS5,req_011CfLrYTtnMqnaKAcXbh3zT
2026-09-23T18:37:01.136Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,3948,0,3948,66634,82,82,False,0,70584,0.046559,tool_use,True,1,ToolSearch,0,50,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrb97zneAW7KWrest8i,req_011CfLrb8hhX4Y93b2FUCMC4
2026-09-23T18:37:02.233Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,1012,0,1012,70582,31,31,False,0,71596,0.02284,tool_use,True,1,ExitPlanMode,0,6610,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrbEtmWyBLcY8zNKXcP,req_011CfLrbEUUCo1rhYkv28rPq
2026-09-23T18:37:42.927Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,142,0,142,71594,787,787,False,280,71738,0.031203,end_turn,True,2,,1399,1399,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrdiuJZKWFGBzveE98i,req_011CfLrdiHMiC3DbhRypdCSX
2026-09-23T18:39:05.108Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,819,0,819,71736,285,285,False,90,72557,0.026607,tool_use,True,2,Bash,0,238,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrkDmoNrmUTy9zYqYWV,req_011CfLrkDNFTGqnKi3bBAXMP
2026-09-23T18:39:08.277Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,333,0,333,72555,2998,2998,False,0,72890,0.077143,tool_use,True,6,Edit|Write|Write|Write|Write,40,6474,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLrkXyBBymCzbVPT68TW,req_011CfLrkXTgAZXWyaP3sKA5n
2026-09-23T18:42:53.351Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,3477,0,3477,72888,662,662,False,525,76367,0.055642,tool_use,True,2,Bash,0,117,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs2pPbuxCA5rrPGZSJb,req_011CfLs2otLjoY2mWtjSnuCh
2026-09-23T18:42:58.462Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,1348,0,1348,76365,2765,2765,False,0,77715,0.081365,tool_use,True,3,Write|Write,57,6392,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs3VmhWkD567YjLJ1zS,req_011CfLs3VMe7fAm8dK5Pq9Zt
2026-09-23T18:43:17.896Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,2982,0,2982,77713,226,226,False,0,80697,0.043927,tool_use,True,2,ToolSearch|Bash,0,192,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs4u99e5j92pbCZt2xQ,req_011CfLs4tiMtqc7ex1oCAUna
2026-09-23T18:43:27.169Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,1386,0,1386,80695,343,343,False,77,82083,0.034095,tool_use,True,3,Bash,63,377,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs5YWDSvB5rdbQjPpWa,req_011CfLs5Y4ftbXfUz4gbNCuy
2026-09-23T18:43:30.967Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,1092,0,1092,82081,2141,2141,False,0,83175,0.06798,tool_use,True,4,Bash|mcp__svelte__svelte-autofixer|mcp__svelte__svelte-autofixer,111,4685,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs5tFMpQH52pimMPDdH,req_011CfLs5smppd7HozZXEsqvX
2026-09-23T18:43:58.204Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,2938,0,2938,83173,2050,2050,False,788,86113,0.081147,tool_use,True,3,Bash,0,3024,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs7Hhn6DdHXcorDMV4s,req_011CfLs7HCkiEZeomGASRzx5
2026-09-23T18:44:11.955Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,2549,0,2549,86111,488,488,False,78,88662,0.047382,tool_use,True,3,Bash,126,746,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs8qRXjjrBvwBikvXsq,req_011CfLs8pxWG872PTmQxT7vx
2026-09-23T18:44:22.237Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,597,0,597,88660,171,171,False,0,89259,0.025936,tool_use,True,1,Bash,0,214,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs9cAL7qhWWLn1iN7Nv,req_011CfLs9bA4Y4JvifKDZUrsp
2026-09-23T18:44:27.033Z,d12b13e9-fb87-4b10-9cea-ad060e1fa1cc,main,,claude-opus-5-5,medium,2,771,0,771,89257,536,536,False,110,90030,0.034747,tool_use,True,4,Bash|ToolSearch,99,594,master,/Users/tmov/repos/cryoport/tictactoe/tictactoe,msg_011CfLs9wVRrCpKqhT39QQGh,req_011CfLs9w2tnoJmjKXHR8UQy
